id,balance,limit
08-572-4523,13073.77,50000
19-290-1739,14992.54,50000
20-002-1585,9161.59,50000
96-005-5227,12799.79,50000
15-998-2094,7098.64,50000
38-249-3089,14661.37,50000
15-593-6310,13012.77,50000
57-711-1191,9676.4,50000
73-963-8176,45765.81,50000
53-919-2341,15525.79,50000
00-248-6783,4554.33,50000
56-245-0731,49412.86,50000
72-226-2702,45544.52,50000
62-872-9452,7706.23,50000
64-358-3332,5960.48,50000
23-435-2069,33184.18,50000
91-679-6219,166.16,50000
08-579-4485,43036.03,50000
07-570-9277,29841.16,50000
48-537-8648,44515.95,50000
75-947-9773,1029.99,50000
13-542-5476,13625.71,50000
37-529-7840,18783.32,50000
29-493-4298,21332.8,50000
58-863-9393,37015.63,50000
10-987-6804,25702.44,50000
92-361-7085,36997.37,50000
30-037-0944,37732.78,50000
93-101-5810,38910.91,50000
46-715-9396,6043.87,50000
06-334-2674,35966.06,50000
65-235-8465,462.54,50000
24-668-1078,15600.95,50000
18-806-8675,20982.92,50000
55-250-7316,32699.43,50000
04-649-4844,48220.26,50000
69-666-2795,45903.22,50000
24-234-4010,18530.88,50000
23-846-2438,19372.22,50000
81-499-5230,9276.02,50000
57-629-9245,35224.71,50000
15-447-2217,259.42,50000
92-071-1949,29626.68,50000
16-177-8458,21520.04,50000
33-837-2932,31848.78,50000
09-469-2856,21756,50000
74-833-7776,46581.89,50000
80-005-4998,4895.04,50000
32-091-4182,20813.22,50000
69-431-3815,6498.21,50000
56-887-8051,43235.41,50000
64-083-5208,20433.91,50000
27-693-5168,13925.63,50000
87-111-0549,20303.35,50000
17-821-6782,25535.16,50000
25-263-7370,11243.86,50000
32-078-4439,4975.55,50000
75-535-3491,26719.64,50000
08-213-0740,8620.36,50000
84-878-6078,18176.19,50000
95-349-5790,18580.53,50000
10-611-9807,24161.38,50000
92-804-9176,14518.51,50000
78-083-3595,21660.1,50000
06-661-6255,21425.67,50000
98-886-2517,3619.19,50000
84-350-2855,9088.28,50000
55-707-0080,8007.25,50000
17-806-7778,13525.5,50000
08-655-0506,39427.98,50000
86-048-3143,27323.38,50000
10-678-0358,8489.33,50000
08-676-3898,9433.58,50000
65-320-1603,19787.76,50000
17-973-1872,19040.2,50000
89-735-7257,407.83,50000
60-695-3747,22024.28,50000
19-615-4697,17008.11,50000
60-273-0100,18857.59,50000
89-155-0796,27866,50000
36-196-6520,34850.41,50000
16-405-4613,6313.54,50000
43-730-5577,7231.59,50000
07-046-8448,12502.78,50000
32-385-3837,49165.66,50000
40-292-2912,44163.23,50000
41-893-1128,29786.55,50000
73-272-2014,30170.12,50000
72-528-6857,10027.95,50000
90-972-6732,49019.53,50000
83-530-6189,7046.63,50000
60-981-8704,44395.89,50000
00-928-7893,9947.21,50000
29-154-6767,9926.51,50000
15-081-5305,5427.35,50000
37-303-8538,28141.58,50000
83-535-8656,36999.14,50000
04-032-7622,43001.41,50000
93-681-5378,41830.04,50000
44-443-4075,7601.69,50000
25-087-8022,27836.02,50000
37-372-7313,9590.49,50000
30-631-1448,19559.73,50000
07-240-1250,49461.81,50000
54-240-9948,4959.92,50000
87-706-6902,7238.48,50000
00-282-7782,43127.48,50000
89-177-8062,43677,50000
67-377-9144,36947.99,50000
01-485-1940,9173.76,50000
91-914-4706,9250.17,50000
06-881-3915,47368.06,50000
16-633-0845,42195.5,50000
60-888-2349,35373.49,50000
29-684-4093,40745.84,50000
88-052-3526,2892.95,50000
24-730-6960,4734.74,50000
36-649-0207,5078.7,50000
28-186-2108,35726.45,50000
27-195-4529,49063.1,50000
99-926-3935,16855.51,50000
04-496-3065,9748.42,50000
46-450-9504,31092.83,50000
15-047-1106,9599.44,50000
30-961-0089,15724.7,50000
75-919-3189,41808.97,50000
99-925-5324,46754.26,50000
28-777-6526,19374.19,50000
71-061-5684,46942.51,50000
87-663-1053,23456.33,50000
92-892-1908,1013.03,50000
07-635-9466,6325.67,50000
60-676-9534,5507.87,50000
16-042-4505,23464.41,50000
65-325-4637,17404.04,50000
32-995-5040,29074.77,50000
00-585-0033,18330.13,50000
98-778-8809,5166.98,50000
54-461-7855,9520.18,50000
75-039-0989,26139.59,50000
13-198-7254,149.09,50000
03-658-9324,37624.98,50000
78-796-4073,21540.84,50000
30-095-0687,6444.94,50000
33-785-5926,24047.03,50000
55-707-6352,42174.82,50000
16-504-3500,17817.58,50000
74-837-4444,44156.76,50000
47-889-3097,29254.65,50000
01-045-3332,47700.93,50000
07-734-2434,42468.21,50000
43-133-3845,18788.59,50000
48-774-1875,32269.68,50000
46-048-7403,15055.87,50000
04-778-5226,49693.12,50000
09-807-6172,26051.46,50000
48-926-2761,42620.98,50000
33-234-9694,25192.2,50000
09-440-1048,33014.32,50000
85-894-4506,12232.71,50000
56-664-5524,44769.28,50000
59-671-9681,13767.65,50000
64-087-8541,36047.78,50000
26-971-8585,19661.82,50000
84-873-7370,43960.58,50000
07-459-0261,20383.13,50000
31-899-6299,12860.16,50000
26-909-6334,13228.7,50000
04-185-6103,23618.93,50000
60-746-2399,2262.32,50000
72-975-1571,11735.48,50000
70-309-9609,9144.19,50000
27-857-7026,35335.16,50000
27-781-9523,30314.01,50000
20-206-8705,20786.65,50000
26-824-1270,16598.57,50000
28-297-7757,36912.34,50000
67-917-4222,2927.96,50000
82-294-2478,13200.48,50000
19-188-9961,29027.62,50000
59-941-9002,39745.91,50000
57-576-7607,10845.4,50000
70-182-9536,42533.86,50000
88-878-6868,28916.39,50000
25-588-0435,37459.34,50000
73-335-0171,8023.07,50000
71-336-7527,20336.23,50000
24-122-2417,5854.64,50000
43-067-3479,23467.27,50000
74-472-4071,41245.27,50000
33-657-4752,38331.92,50000
11-852-7978,34323.82,50000
86-886-8383,46745.66,50000
45-594-1097,8395.17,50000
75-760-4703,10794.06,50000
49-769-6977,3965.78,50000
32-592-3881,22131.09,50000
69-431-2077,12278.72,50000
70-002-2473,29339.03,50000
72-552-3072,36996.54,50000
45-525-2779,46735.21,50000
30-214-3245,8401.3,50000
26-043-3953,21974.44,50000
96-557-2370,28198.26,50000
40-117-0091,14336.98,50000
59-728-3474,33801.36,50000
05-360-0127,26663.69,50000
72-777-8467,35309.67,50000
51-753-2139,15391.85,50000
56-303-6459,36857.17,50000
28-734-6832,193.37,50000
79-758-3893,34489.39,50000
68-285-8913,38651.48,50000
51-162-4173,20407.64,50000
94-648-3290,11168.5,50000
27-648-4015,2114.3,50000
16-784-3227,1999.26,50000
80-100-7004,44199.1,50000
71-655-2719,23440.81,50000
61-466-1033,30784.78,50000
66-203-2576,28354.32,50000
57-889-3229,42887.33,50000
99-708-0515,1952.93,50000
24-248-4338,15787.08,50000
99-622-2248,12807.86,50000
24-247-4740,10899.43,50000
41-722-7958,12086.1,50000
90-149-4066,39860.6,50000
66-644-0696,43199.83,50000
54-949-3350,26476.99,50000
66-673-6228,30593.45,50000
54-965-8312,24085.74,50000
08-659-6522,25019.84,50000
27-798-1027,45015.4,50000
29-057-5608,26280.76,50000
80-757-6317,7192.79,50000
69-508-2154,24468.7,50000
35-143-2258,12834.07,50000
75-881-2702,16371.37,50000
76-075-2095,24934.43,50000
61-016-1545,33314.26,50000
31-794-8578,5713.19,50000
74-314-9097,19289.53,50000
57-350-3123,28439.6,50000
00-122-3067,49047.86,50000
48-818-3886,3137.68,50000
80-166-5667,31543.9,50000
09-638-1055,5522.97,50000
91-393-5470,35055.95,50000
42-509-0417,38592.87,50000
06-204-0662,46878.97,50000
12-595-8327,45730.84,50000
51-102-5963,12820.04,50000
44-469-2757,41187.76,50000
58-079-6830,31763.09,50000
69-018-3664,26137.9,50000
16-795-7282,29071.33,50000
03-093-7243,3480.24,50000
07-136-1793,22189.95,50000
87-813-8866,7071.37,50000
46-867-3845,11740.78,50000
15-974-6311,33039.6,50000
90-802-5764,10896.01,50000
83-256-1972,32369.57,50000
71-815-6298,961.52,50000
51-297-2748,18770.87,50000
59-674-7130,37760.89,50000
37-058-7127,22471.89,50000
02-735-2695,45938.28,50000
54-415-3349,29551.79,50000
88-612-7322,45934.7,50000
52-286-4285,40719.59,50000
89-178-1999,15012.41,50000
13-857-1834,35436.68,50000
19-984-2315,24586.58,50000
77-096-5709,48099.37,50000
69-862-9565,23279.55,50000
80-578-8702,4765.09,50000
55-593-7240,37623.64,50000
08-932-0398,49436.28,50000
23-100-2986,37695.27,50000
58-823-3905,18820.04,50000
76-029-9924,49972.52,50000
29-432-0698,14314.32,50000
72-283-3668,38170.57,50000
73-879-4254,38830.76,50000
21-355-0054,16316.99,50000
16-287-3716,22868.76,50000
35-794-2273,12317.11,50000
37-106-4846,18123.1,50000
04-347-9549,18986.42,50000
07-990-9995,18394.93,50000
43-824-8601,19506.06,50000
89-391-6330,43433.34,50000
10-677-1306,17063.64,50000
76-375-4916,16884.32,50000
24-307-6589,20474.37,50000
85-732-6793,32778.96,50000
63-898-8863,21713.21,50000
41-432-8318,16264.2,50000
56-231-1578,987.95,50000
98-437-4371,46213.34,50000
30-358-3682,17953.87,50000
45-532-8400,21894.15,50000
41-565-4265,27726.35,50000
64-831-6153,21294.64,50000
37-544-5896,9529.98,50000
91-040-4967,43975.69,50000
89-880-2676,9344.47,50000
93-091-1004,39959.11,50000
07-447-1779,2009.58,50000
00-000-1017,17422.24,50000
48-391-5337,10961.48,50000
23-987-4673,43930.38,50000
19-984-1206,41544.81,50000
87-682-0039,25923.6,50000
42-334-8680,36684.29,50000
68-299-8423,20219.32,50000
80-540-3737,19937.64,50000
36-628-3480,9555.5,50000
10-352-8597,14447.89,50000
68-397-6205,45686.03,50000
35-000-7837,46722.34,50000
73-093-4589,29126.78,50000
36-039-5045,1680.12,50000
54-948-8836,31739.89,50000
73-666-0819,23273.7,50000
12-253-7786,15053.32,50000
09-730-3823,9866.1,50000
20-131-1966,21649.33,50000
95-139-5161,39812.4,50000
02-669-3520,5228.5,50000
53-407-9162,30975.52,50000
98-675-5439,28118.2,50000
35-781-9065,27771,50000
71-148-6596,10968.11,50000
92-205-2155,12852.57,50000
26-388-4055,11148.73,50000
33-212-9715,17206.64,50000
69-616-5520,21020.05,50000
03-717-0109,35910.81,50000
21-603-0959,37749.54,50000
56-586-3213,42797.24,50000
97-451-0470,27957.19,50000
54-739-2330,47920.29,50000
01-069-5763,21667.6,50000
66-752-9925,20482.22,50000
75-597-3078,250.54,50000
95-070-8353,4951.92,50000
69-328-4938,24967.54,50000
87-173-6943,2539,50000
38-199-1306,43343.09,50000
75-501-6085,38589.21,50000
36-987-7125,48345.07,50000
28-467-0398,17923.85,50000
84-258-2865,12637.87,50000
11-626-7235,44488.21,50000
64-846-6566,14313.49,50000
60-800-7891,20829.65,50000
34-512-4196,4057.08,50000
90-365-3460,35991.96,50000
25-927-0860,9239.99,50000
52-142-7767,10666.51,50000
24-566-5522,21369.97,50000
09-958-1207,27871.26,50000
31-301-7641,8576.12,50000
52-614-2878,21646.91,50000
85-799-4108,40968.25,50000
68-572-9168,44816.57,50000
53-312-7526,23884.2,50000
08-040-6310,36828.08,50000
50-632-9468,44655.29,50000
27-470-7379,41196.27,50000
43-649-1434,18275.07,50000
13-670-1596,14109.46,50000
07-780-0435,29028.56,50000
67-723-1523,29252.16,50000
63-650-7182,14199.45,50000
79-644-9465,26441.88,50000
42-709-1030,40782.56,50000
44-265-9415,32784.65,50000
71-653-2621,1450.86,50000
48-875-5551,15156.26,50000
18-499-3992,3769.1,50000
42-836-5087,3852.02,50000
51-013-7246,43216.62,50000
82-780-1580,44227.99,50000
66-178-6858,47170.14,50000
56-846-4533,34909.89,50000
17-410-2452,34592.91,50000
00-684-1258,29966.89,50000
56-970-9138,47508.91,50000
71-744-2860,13281.89,50000
99-826-5202,475.34,50000
86-499-4819,32629.49,50000
10-186-9157,20916.47,50000
16-378-2900,47654.99,50000
37-358-0932,2290.73,50000
27-904-3350,47022.54,50000
81-813-6749,7053.5,50000
22-011-2376,37788.81,50000
58-935-2664,39284.4,50000
83-932-2981,27716.81,50000
05-344-4694,29735.2,50000
13-259-2882,40703.96,50000
55-139-9263,12060.16,50000
14-609-5030,7826.53,50000
62-746-9550,14490.97,50000
73-646-7673,38513.17,50000
43-807-4773,35695,50000
29-322-1104,3013.53,50000
45-443-6089,10524.62,50000
39-828-6007,7385.55,50000
24-026-4503,6299.7,50000
01-497-7603,38703.15,50000
74-361-3107,34917.31,50000
17-059-5522,17458.79,50000
37-655-5361,963.84,50000
98-159-6458,47193.68,50000
63-190-7441,49020.34,50000
94-337-5374,20669.91,50000
72-814-6712,19773.36,50000
79-964-0917,42793.94,50000
36-093-4441,4837.61,50000
16-134-5977,44860.19,50000
34-570-9636,5577.56,50000
79-144-5064,10832.06,50000
22-431-6746,2580.07,50000
48-184-5462,2744.41,50000
87-490-2390,21976.37,50000
68-117-8175,14315.95,50000
93-590-7924,5633.88,50000
98-742-4323,7441.3,50000
20-648-1979,45680.84,50000
22-998-0824,24646.83,50000
07-228-6143,11139.36,50000
61-316-1855,19256.11,50000
64-837-0779,16772.19,50000
53-561-8269,23926.36,50000
58-096-9501,28593.06,50000
24-126-9011,2830.88,50000
03-969-0740,42439.52,50000
15-590-0570,14725.67,50000
78-350-0669,28662,50000
81-545-1800,33398.42,50000
58-503-8110,32209.71,50000
76-390-9107,2186.9,50000
39-942-1855,1222.5,50000
12-825-9546,31399.13,50000
72-689-9787,23040,50000
73-870-9043,2659.97,50000
04-153-9552,16033.42,50000
57-954-0532,40968.38,50000
10-205-6906,32563.2,50000
41-396-4869,3244.66,50000
82-788-1676,29517.33,50000
21-365-8918,27296.08,50000
98-898-4783,16690.03,50000
11-085-6289,21231.3,50000
73-098-8911,45078.93,50000
14-067-4119,18480.08,50000
74-445-5671,19773.82,50000
77-411-1341,36794.68,50000
69-714-4896,8419.2,50000
74-127-7485,23166.77,50000
68-356-4669,35505.92,50000
08-653-1674,35556.88,50000
35-734-1759,29415.34,50000
45-696-0733,14478.53,50000
34-389-4602,10474.58,50000
00-559-9408,33777.33,50000
76-279-5646,46447.69,50000
71-139-3243,39276.49,50000
60-580-4223,33917.78,50000
30-635-4639,43744.85,50000
47-337-2181,28174.33,50000
02-497-2910,13637.61,50000
45-044-8262,34873.87,50000
40-899-0072,9300.73,50000
62-087-4157,11495.27,50000
33-797-9474,17405.44,50000
48-094-0591,46241.86,50000
47-363-3993,9003.34,50000
65-624-2630,35353.81,50000
63-101-8605,34047.05,50000
63-312-9518,17847.68,50000
59-817-1008,45596.02,50000
58-321-9967,32642.4,50000
29-468-9105,8592.59,50000
92-805-7315,9855.23,50000
98-067-7666,26103.32,50000
76-229-0955,31148.13,50000
30-876-1332,19105.65,50000
70-305-6481,33449.89,50000
03-793-7667,16072.13,50000
23-925-4284,8604.19,50000
08-133-6387,28927.17,50000
35-447-3454,6997.72,50000
83-768-6888,25984.23,50000
07-926-8275,8562.18,50000
25-095-7924,31560.57,50000
81-152-0981,46253.18,50000
58-154-6089,14044.22,50000
91-959-7093,22750.69,50000
95-495-9795,43331.53,50000
62-435-5535,4608.77,50000
82-353-9045,16673.69,50000
09-606-6542,17417.04,50000
71-406-1838,7966.52,50000
40-887-1721,20874.64,50000
47-813-9883,33105.18,50000
96-518-3087,25038.8,50000
90-509-7440,14090.04,50000
17-358-4891,16267.38,50000
75-289-9747,30221.91,50000
62-749-7902,39840.7,50000
28-698-6960,20956.29,50000
72-771-1418,25806.48,50000
36-521-2325,37544.62,50000
61-943-1114,33416.36,50000
59-071-8613,4137.63,50000
88-100-5239,28947.35,50000
01-359-9141,42880.47,50000
52-473-7487,37886.74,50000
05-283-3560,24556.83,50000
38-309-2417,9022.58,50000
81-549-9921,41605.85,50000
34-523-2071,7500.22,50000
20-249-0958,11331.27,50000
84-817-3414,47550.62,50000
26-276-1078,47303.3,50000
00-374-4245,10189.83,50000
75-819-5681,48624.96,50000
52-534-4080,28728.73,50000
25-594-3462,28791.73,50000
26-317-9960,35268.2,50000
55-334-1501,39077.48,50000
38-535-9987,13816.26,50000
32-412-4698,16312.69,50000
62-643-9941,7911.78,50000
17-437-5595,15449.69,50000
36-762-1247,26528.86,50000
42-107-7362,42856.86,50000
23-436-8437,35723.33,50000
40-504-6384,24727.96,50000
01-777-4197,42054.95,50000
92-300-6984,45054.66,50000
57-603-6287,18819.53,50000
50-380-3226,360.58,50000
07-849-6902,44597.09,50000
05-852-9422,13565.97,50000
24-800-1952,8771.15,50000
82-282-2805,48926.63,50000
72-997-8268,38807.2,50000
86-530-6391,49913.03,50000
71-300-2255,9718.17,50000
05-612-9106,18137.81,50000
09-101-6432,13697.39,50000
55-232-8181,49517.01,50000
69-140-1734,11849.54,50000
96-836-3477,40122.84,50000
49-028-9516,4417.13,50000
35-327-6205,15984.22,50000
57-970-9490,49349.52,50000
09-980-4272,2890.74,50000
08-812-1972,9906.7,50000
15-288-2507,33417.37,50000
32-786-5761,12983.23,50000
39-553-3282,16560.4,50000
56-565-6597,26053.69,50000
12-804-5313,14380.34,50000
08-448-3326,15894.45,50000
44-848-2727,34989.24,50000
69-069-1451,12221.31,50000
65-569-6560,22768.44,50000
58-790-4540,1790.9,50000
13-527-7251,16056.63,50000
98-922-6454,1515.36,50000
95-063-6743,34170.27,50000
73-494-5753,9080.86,50000
28-545-3744,14401.26,50000
90-189-3679,4346.71,50000
40-522-0335,35760.96,50000
87-285-0973,17970.08,50000
42-259-4237,7519.12,50000
23-571-5151,26861.15,50000
53-031-4532,34719.24,50000
80-491-5834,19147.99,50000
76-971-1557,10032.45,50000
08-497-5629,753.85,50000
37-345-5421,48811.39,50000
01-824-6064,34159.45,50000
33-226-2999,11860.99,50000
31-055-6011,34280.03,50000
36-186-6189,35461.52,50000
06-328-5905,42324.08,50000
09-674-2072,47437.75,50000
09-646-5755,32105.79,50000
04-739-5006,23374.52,50000
83-241-2959,23531.63,50000
02-201-2084,15724.01,50000
91-215-1382,39398.68,50000
45-661-8931,17094.16,50000
56-595-8527,7030,50000
70-331-0157,5391.25,50000
60-164-6217,35980.76,50000
00-100-9565,7124.05,50000
18-726-5346,15794.24,50000
46-575-0571,7810.59,50000
79-159-5889,28327.83,50000
04-368-7410,19352.96,50000
85-153-0455,38227.9,50000
89-729-3101,12683.56,50000
75-603-4461,18180.65,50000
86-949-8488,48307.55,50000
97-394-5182,38888.72,50000
54-688-9707,39248.24,50000
72-393-1219,24250.49,50000
26-044-1216,12647.63,50000
71-830-4016,24056.49,50000
65-455-0407,486.15,50000
77-923-0309,10641.47,50000
90-375-1475,35430.31,50000
29-240-3237,4478.99,50000
75-737-5700,7874.04,50000
25-377-2350,5667.28,50000
87-060-9783,33759.09,50000
08-225-5787,334.58,50000
81-808-2903,44496.64,50000
75-856-5130,25776.24,50000
22-192-0214,8892.66,50000
89-791-7161,21029.32,50000
23-388-8715,43033.81,50000
65-398-3251,27009.99,50000
33-855-7309,2457.6,50000
97-953-2504,7768.22,50000
95-712-5456,3161.87,50000
34-899-9138,37416.42,50000
62-823-7940,45266.58,50000
84-970-4149,29608.8,50000
38-621-9785,4635.19,50000
74-793-9051,27786.51,50000
79-845-4583,15209.6,50000
80-966-7726,37646.24,50000
28-655-2082,14934.35,50000
53-042-5912,27774.64,50000
43-184-3850,1867.06,50000
78-662-8336,33892.85,50000
41-412-1968,25168.84,50000
21-574-2803,25103.27,50000
58-605-3852,45997.27,50000
35-590-5583,6621.32,50000
82-514-0129,48471.58,50000
18-711-4212,25224.42,50000
99-650-5789,29197.87,50000
29-619-9488,26756.96,50000
50-705-6964,18783.64,50000
92-656-1785,48701.03,50000
32-564-4191,23253.21,50000
61-743-8851,1948.03,50000
81-620-9403,29315.39,50000
73-932-0422,14427.53,50000
09-452-5259,29949.77,50000
88-707-0403,42884.33,50000
21-368-3208,813.92,50000
01-662-2123,32369.07,50000
42-795-6586,16483,50000
69-346-2185,38438.1,50000
00-686-5742,45617.98,50000
41-941-6693,20814.88,50000
48-251-9895,19956.63,50000
11-899-8253,15918.81,50000
06-953-7777,39257.03,50000
47-098-5913,47342.19,50000
30-281-5098,3662.59,50000
78-648-8705,3197.58,50000
84-262-0201,11210.97,50000
65-398-4078,283.75,50000
29-864-9183,23811.81,50000
44-936-3617,27979.95,50000
19-475-0313,49399.89,50000
59-916-7979,27517.64,50000
55-610-1024,28158,50000
69-110-1726,8168.85,50000
19-785-6597,30715.25,50000
25-744-5393,30677.93,50000
89-432-6057,32200.19,50000
30-238-0517,42997.09,50000
61-541-2072,25359.96,50000
48-304-6950,2265.83,50000
43-905-3999,19281.9,50000
03-028-2914,6387.96,50000
04-993-0058,590.9,50000
18-070-6476,10802.6,50000
43-276-6573,25197.09,50000
13-714-9440,24041.69,50000
18-931-7315,6313.75,50000
82-615-5852,14195.19,50000
87-895-3404,7568.79,50000
98-387-0604,32023.22,50000
32-556-0315,20930.98,50000
92-922-9879,21102.07,50000
11-588-2604,41317.89,50000
84-941-0918,18832.5,50000
80-953-4213,32147.71,50000
11-688-1374,12044.21,50000
68-052-2748,47513.1,50000
22-634-9732,5992.83,50000
05-545-0108,18951.45,50000
66-394-8381,20530.22,50000
81-911-8107,36221.68,50000
24-229-5609,38686.81,50000
32-141-1448,47642.67,50000
03-841-4158,526.94,50000
12-969-0260,16184.09,50000
81-679-2262,748.71,50000
98-451-9244,19487.26,50000
34-131-7909,28050.77,50000
62-731-1268,19342.53,50000
14-898-1400,36278.79,50000
97-599-1700,12987.33,50000
87-786-0890,35404.13,50000
63-584-0259,20274.73,50000
70-250-0186,12717.63,50000
04-328-4054,42768.72,50000
91-832-2095,33254.81,50000
84-383-8030,44526.24,50000
84-322-3009,46757.5,50000
82-047-7048,6933.61,50000
86-832-4582,46256.35,50000
61-956-9255,3515.88,50000
57-890-0818,18389.88,50000
94-092-0760,13415.76,50000
18-401-1937,1702.85,50000
52-534-4321,22025.51,50000
61-497-9179,12540.85,50000
27-267-7702,47173.72,50000
44-925-2940,34606.01,50000
39-750-0151,32519.5,50000
09-788-5423,39391.12,50000
10-713-2086,31250.83,50000
91-078-3201,12265.06,50000
84-810-0674,6366.26,50000
25-915-8681,29717.85,50000
74-620-3759,49181.3,50000
63-977-4185,13524.54,50000
21-329-9397,4561.88,50000
49-874-7437,45576.38,50000
24-224-4681,38402.39,50000
27-253-9085,31021.48,50000
42-867-3837,23026.59,50000
46-126-2046,2205.77,50000
13-453-7657,46444.22,50000
38-755-5609,41782.75,50000
23-188-2970,27251.42,50000
34-378-4280,22742.32,50000
15-028-9733,37820.52,50000
24-875-4672,7094.33,50000
45-675-5149,38429.95,50000
39-317-1434,42259.4,50000
55-043-3846,31189.2,50000
93-034-8195,20208.51,50000
00-192-3407,44275.49,50000
57-395-9854,41487.75,50000
83-676-0228,6581.82,50000
13-076-4046,31928.88,50000
39-606-9306,37574.44,50000
36-054-4956,21341.34,50000
61-654-6216,45657.7,50000
31-916-2363,31036.52,50000
40-567-9470,9333.23,50000
53-747-0860,48026.49,50000
09-551-2751,36960.02,50000
08-452-1931,21138.73,50000
65-764-0653,30003.79,50000
83-421-9341,13652.01,50000
01-489-9199,18466.68,50000
63-890-2943,40855.16,50000
01-776-1182,45756.03,50000
69-847-1387,37595.99,50000
75-361-7792,6539.97,50000
68-432-2857,43674.63,50000
13-581-4218,6810.53,50000
64-738-7840,14748.12,50000
19-157-9850,43285.87,50000
93-289-9641,39298.94,50000
70-614-8895,27457.91,50000
40-593-4716,45945.55,50000
23-329-5664,32626.09,50000
79-937-1290,5572.01,50000
65-025-4990,31656.16,50000
11-435-2523,20193.67,50000
74-838-7564,23853.28,50000
61-692-5871,31265.29,50000
49-644-8031,40425.35,50000
77-981-2058,24986.74,50000
13-561-6125,26991.59,50000
03-178-8146,6206.66,50000
52-200-0382,20772.57,50000
43-779-3612,15485.32,50000
76-940-7549,33860.79,50000
19-813-6769,26338.28,50000
20-585-4133,16626.6,50000
94-397-0613,19749.9,50000
97-069-8043,26572.36,50000
52-607-4754,1374.76,50000
29-433-8575,24169.36,50000
55-448-0615,40291.41,50000
51-228-5422,31012.82,50000
07-984-7519,27239.49,50000
44-308-9983,13377.05,50000
87-245-6631,6067.82,50000
28-107-8851,18994.21,50000
57-386-0877,13684.02,50000
02-698-7557,12212.49,50000
52-747-7443,49819.61,50000
08-883-9287,38871.44,50000
71-753-8706,27458.8,50000
62-469-6957,6188.96,50000
47-699-7494,34059.18,50000
67-719-4832,16243.86,50000
32-624-3720,21800.74,50000
87-457-4323,36261.07,50000
87-753-6185,7002.79,50000
66-274-3397,39725.38,50000
02-033-7144,8627.75,50000
00-467-7746,5977.86,50000
74-111-2062,48626.03,50000
21-934-9083,307.77,50000
50-350-3697,2972.09,50000
17-167-8486,17987.18,50000
68-427-6153,38946.08,50000
99-400-8728,18078.59,50000
57-013-5214,35028.32,50000
25-345-6741,4921.68,50000
40-166-2112,18704.7,50000
55-757-0203,34093.59,50000
65-839-4430,41871.28,50000
04-727-0701,31056.47,50000
09-713-5719,36687.34,50000
72-636-7380,7845.92,50000
46-559-6629,2381.64,50000
39-809-3639,27600.03,50000
00-303-4693,33104.28,50000
89-605-9304,24030.59,50000
74-442-6887,36146.81,50000
47-684-4323,6207.27,50000
44-837-9721,2250.94,50000
89-766-8768,29568.13,50000
12-009-3902,38468.99,50000
63-882-1512,48478.6,50000
11-034-2762,36681.69,50000
50-776-9017,20012.97,50000
06-328-0638,10656.46,50000
74-009-2898,49606.44,50000
61-954-8252,14996.33,50000
05-154-7122,40848.77,50000
30-219-7121,1527.6,50000
43-584-2538,30485.77,50000
76-043-9229,39609.54,50000
98-696-8769,23544.82,50000
52-813-3083,26999.45,50000
71-902-8751,34440.35,50000
33-767-2312,7709.87,50000
41-873-4967,21699.79,50000
46-369-7710,21445.3,50000
97-086-5945,44960.48,50000
16-209-8826,31073.24,50000
78-948-6366,26068.91,50000
54-911-6206,21781.26,50000
34-954-2298,6082.5,50000
77-472-8533,27453.65,50000
64-469-9096,47416.55,50000
56-412-6458,3120.56,50000
38-478-9740,8707.82,50000
61-892-6686,17459.35,50000
93-522-2793,18641.43,50000
31-022-8496,43805.95,50000
52-811-2199,14793.1,50000
72-968-8439,27327.54,50000
01-573-8781,11952.69,50000
67-308-4538,594.22,50000
35-339-4089,17340.73,50000
31-981-9081,35005.16,50000
44-039-0581,21148.54,50000
75-795-0019,7804.63,50000
15-268-7133,37167.28,50000
31-542-8006,48337.88,50000
54-249-8655,12453.18,50000
55-528-4311,5315.89,50000
90-252-8342,5645.66,50000
93-452-2125,47012.54,50000
75-109-7334,8011.35,50000
94-390-1367,46519.41,50000
83-556-0748,21085.37,50000
40-404-2219,48081.13,50000
99-839-8384,18418.56,50000
65-523-0069,37038.27,50000
59-063-8936,22209.23,50000
69-500-8797,34388.42,50000
13-322-2396,35460.74,50000
54-235-3556,22623.66,50000
19-661-5150,3713.49,50000
67-212-4996,19519.7,50000
58-899-2125,17670.83,50000
12-583-0371,35601.81,50000
52-603-5349,3676.19,50000
65-014-5815,48207.19,50000
11-002-7321,33040,50000
07-284-3499,37771.07,50000
03-555-6185,37213.15,50000
44-927-0345,36978.86,50000
47-439-1118,2558.52,50000
74-945-1771,21264.11,50000
68-313-1819,37638.37,50000
94-600-1701,12796.43,50000
58-167-9180,42650.57,50000
19-010-2993,33918.78,50000
93-388-1624,41868.37,50000
04-788-6002,14091.4,50000
56-524-0453,24002.03,50000
27-035-0516,44112.1,50000
25-511-0024,14426.06,50000
07-315-3026,20927.64,50000
92-694-4989,32882.65,50000
38-152-5502,16277.87,50000
46-453-4880,24208.52,50000
07-261-2859,30277.23,50000
07-392-7720,16676.62,50000
27-671-2534,43368.43,50000
48-477-5563,33480.44,50000
41-988-4628,37128.98,50000
33-176-4330,38034.31,50000
69-838-3517,20299.22,50000
01-496-7700,14773.68,50000
